-3,-3,6.6713e-05
-2.8776,-3,0.0001249
-2.7551,-3,0.00022533
-2.6327,-3,0.00039126
-2.5102,-3,0.0006529
-2.3878,-3,0.0010449
-2.2653,-3,0.0015995
-2.1429,-3,0.0023323
-2.0204,-3,0.0032201
-1.898,-3,0.0041691
-1.7755,-3,0.0049758
-1.6531,-3,0.0052879
-1.5306,-3,0.0045747
-1.4082,-3,0.002122
-1.2857,-3,-0.0029332
-1.1633,-3,-0.011515
-1.0408,-3,-0.024469
-0.91837,-3,-0.042378
-0.79592,-3,-0.065368
-0.67347,-3,-0.092938
-0.55102,-3,-0.12387
-0.42857,-3,-0.15627
-0.30612,-3,-0.1877
-0.18367,-3,-0.21549
-0.061224,-3,-0.23712
0.061224,-3,-0.25055
0.18367,-3,-0.25458
0.30612,-3,-0.24902
0.42857,-3,-0.23465
0.55102,-3,-0.21313
0.67347,-3,-0.18668
0.79592,-3,-0.15772
0.91837,-3,-0.12855
1.0408,-3,-0.10109
1.1633,-3,-0.076689
1.2857,-3,-0.056117
1.4082,-3,-0.039598
1.5306,-3,-0.026932
1.6531,-3,-0.017647
1.7755,-3,-0.01113
1.898,-3,-0.0067505
2.0204,-3,-0.0039313
2.1429,-3,-0.0021941
2.2653,-3,-0.0011704
2.3878,-3,-0.00059428
2.5102,-3,-0.00028553
2.6327,-3,-0.00012855
2.7551,-3,-5.3297e-05
2.8776,-3,-1.9641e-05
3,-3,-5.8642e-06
-3,-2.8776,0.00010291
-2.8776,-2.8776,0.00019247
-2.7551,-2.8776,0.0003467
-2.6327,-2.8776,0.00060069
-2.5102,-2.8776,0.00099942
-2.3878,-2.8776,0.0015932
-2.2653,-2.8776,0.0024255
-2.1429,-2.8776,0.0035104
-2.0204,-2.8776,0.004795
-1.898,-2.8776,0.0061084
-1.7755,-2.8776,0.0070992
-1.6531,-2.8776,0.0071725
-1.5306,-2.8776,0.0054442
-1.4082,-2.8776,0.00073591
-1.2857,-2.8776,-0.0083643
-1.1633,-2.8776,-0.023357
-1.0408,-2.8776,-0.045601
-0.91837,-2.8776,-0.076008
-0.79592,-2.8776,-0.11473
-0.67347,-2.8776,-0.16089
-0.55102,-2.8776,-0.21243
-0.42857,-2.8776,-0.26617
-0.30612,-2.8776,-0.31809
-0.18367,-2.8776,-0.36378
-0.061224,-2.8776,-0.39909
0.061224,-2.8776,-0.42069
0.18367,-2.8776,-0.42666
0.30612,-2.8776,-0.4167
0.42857,-2.8776,-0.39218
0.55102,-2.8776,-0.35587
0.67347,-2.8776,-0.31147
0.79592,-2.8776,-0.26299
0.91837,-2.8776,-0.21426
1.0408,-2.8776,-0.16842
1.1633,-2.8776,-0.12774
1.2857,-2.8776,-0.093457
1.4082,-2.8776,-0.06594
1.5306,-2.8776,-0.044849
1.6531,-2.8776,-0.029388
1.7755,-2.8776,-0.018538
1.898,-2.8776,-0.011245
2.0204,-2.8776,-0.0065501
2.1429,-2.8776,-0.0036568
2.2653,-2.8776,-0.0019512
2.3878,-2.8776,-0.0009912
2.5102,-2.8776,-0.00047649
2.6327,-2.8776,-0.00021466
2.7551,-2.8776,-8.9085e-05
2.8776,-2.8776,-3.288e-05
3,-2.8776,-9.8481e-06
-3,-2.7551,0.00015363
-2.8776,-2.7551,0.00028725
-2.7551,-2.7551,0.00051697
-2.6327,-2.7551,0.00089441
-2.5102,-2.7551,0.0014849
-2.3878,-2.7551,0.0023595
-2.2653,-2.7551,0.0035761
-2.1429,-2.7551,0.0051421
-2.0204,-2.7551,0.0069563
-1.898,-2.7551,0.0087284
-1.7755,-2.7551,0.0098813
-1.6531,-2.7551,0.0094543
-1.5306,-2.7551,0.0060332
-1.4082,-2.7551,-0.0022537
-1.2857,-2.7551,-0.017637
-1.1633,-2.7551,-0.042474
-1.0408,-2.7551,-0.07888
-0.91837,-2.7551,-0.12825
-0.79592,-2.7551,-0.19077
-0.67347,-2.7551,-0.26498
-0.55102,-2.7551,-0.34755
-0.42857,-2.7551,-0.43339
-0.30612,-2.7551,-0.51606
-0.18367,-2.7551,-0.58857
-0.061224,-2.7551,-0.6443
0.061224,-2.7551,-0.67804
0.18367,-2.7551,-0.68672
0.30612,-2.7551,-0.66996
0.42857,-2.7551,-0.62997
0.55102,-2.7551,-0.57123
0.67347,-2.7551,-0.49964
0.79592,-2.7551,-0.42165
0.91837,-2.7551,-0.34335
1.0408,-2.7551,-0.26979
1.1633,-2.7551,-0.20453
1.2857,-2.7551,-0.14958
1.4082,-2.7551,-0.10549
1.5306,-2.7551,-0.071715
1.6531,-2.7551,-0.046966
1.7755,-2.7551,-0.029606
1.898,-2.7551,-0.017944
2.0204,-2.7551,-0.010441
2.1429,-2.7551,-0.0058208
2.2653,-2.7551,-0.0031002
2.3878,-2.7551,-0.0015709
2.5102,-2.7551,-0.00075245
2.6327,-2.7551,-0.00033715
2.7551,-2.7551,-0.00013868
2.8776,-2.7551,-5.034e-05
3,-2.7551,-1.4472e-05
-3,-2.6327,0.00022175
-2.8776,-2.6327,0.00041487
-2.7551,-2.6327,0.00074678
-2.6327,-2.6327,0.0012915
-2.5102,-2.6327,0.0021419
-2.3878,-2.6327,0.0033972
-2.2653,-2.6327,0.005133
-2.1429,-2.6327,0.0073457
-2.0204,-2.6327,0.0098633
-1.898,-2.6327,0.012223
-1.7755,-2.6327,0.013526
-1.6531,-2.6327,0.012289
-1.5306,-2.6327,0.0063434
-1.4082,-2.6327,-0.0071715
-1.2857,-2.6327,-0.031653
-1.1633,-2.6327,-0.070682
-1.0408,-2.6327,-0.12746
-0.91837,-2.6327,-0.20407
-0.79592,-2.6327,-0.30074
-0.67347,-2.6327,-0.41519
-0.55102,-2.6327,-0.54228
-0.42857,-2.6327,-0.67416
-0.30612,-2.6327,-0.80097
-0.18367,-2.6327,-0.91196
-0.061224,-2.6327,-0.99701
0.061224,-2.6327,-1.0481
0.18367,-2.6327,-1.0607
0.30612,-2.6327,-1.0341
0.42857,-2.6327,-0.9718
0.55102,-2.6327,-0.88073
0.67347,-2.6327,-0.76998
0.79592,-2.6327,-0.64947
0.91837,-2.6327,-0.5286
1.0408,-2.6327,-0.41512
1.1633,-2.6327,-0.31452
1.2857,-2.6327,-0.22985
1.4082,-2.6327,-0.16196
1.5306,-2.6327,-0.10999
1.6531,-2.6327,-0.071935
1.7755,-2.6327,-0.045271
1.898,-2.6327,-0.027382
2.0204,-2.6327,-0.015891
2.1429,-2.6327,-0.0088293
2.2653,-2.6327,-0.0046813
2.3878,-2.6327,-0.0023574
2.5102,-2.6327,-0.0011192
2.6327,-2.6327,-0.00049479
2.7551,-2.6327,-0.00019903
2.8776,-2.6327,-6.9172e-05
3,-2.6327,-1.7655e-05
-3,-2.5102,0.0003089
-2.8776,-2.5102,0.00057909
-2.7551,-2.5102,0.001044
-2.6327,-2.5102,0.0018075
